Data_Hora,Dificuldade,Modo_EDS,Mobilidade,Classe,Fitness,HP,Atk,AtkSpd,MovSpd
2026-09-01 15:15:03,3,0,Medio,Balanceado,565.88,32,29,1.61,4.67
2026-09-01 15:15:03,3,0,Medio,Dano(GlassCannon),351.11,19,32,1.51,4.59
2026-09-01 15:15:03,3,0,Rapido,Tank,116.46,65,8,1.93,7.06
2026-09-01 15:15:03,3,0,Rapido,Balanceado,48.90,61,24,1.16,6.85
2026-09-01 15:15:03,3,0,Rapido,Dano(GlassCannon),0.10,19,36,1.17,6.63
2026-09-01 15:20:46,1,0,Lento,Tank,511.41,120,31,1.86,1.75
2026-09-01 15:20:46,1,0,Lento,Balanceado,723.25,38,36,2.31,2.56
2026-09-01 15:20:46,1,0,Lento,Dano(GlassCannon),808.05,15,38,2.45,2.78
2026-09-01 15:20:46,1,0,Medio,Tank,396.61,57,16,2.14,5.59
2026-09-01 15:20:46,1,0,Medio,Balanceado,364.39,75,25,1.11,6.30
2026-09-01 15:20:46,1,0,Medio,Dano(GlassCannon),196.29,12,20,1.82,5.72
2026-09-01 15:20:46,1,0,Rapido,Balanceado,335.43,73,25,1.09,6.58
